1,3
2,5
3,4
4,2
5,4
6,0
7,2
8,1
9,3
10,1
11,4
12,0
13,2
14,0
15,3
16,2
17,1
18,3
19,3
20,0
21,1
22,3
23,4
24,5
25,5
26,1
27,4
28,4
29,5
30,4
31,5
32,0
33,1
34,0
35,4
36,4
37,0
38,2
39,2
40,0
41,0
42,3
43,0
44,5
45,0
46,5
47,1
48,3
49,3
50,4
51,1
52,0
53,2
54,3
55,1
56,1
57,5
58,5
59,4
60,5
61,2
62,3
63,4
64,5
65,1
66,0
67,5
68,1
69,2
70,4
71,0
72,2
73,1
74,5
75,4
76,3
77,2
78,1
79,4
80,2
81,5
82,0
83,3
84,1
85,0
86,1
87,1
88,0
89,1
90,3
91,4
92,0
93,0
94,2
95,4
96,3
97,5
98,3
99,2
100,4
101,0
102,2
103,2
104,0
105,1
106,0
107,2
108,0
109,0
110,3
111,0
112,4
113,5
114,0
115,0
116,1
117,1
118,0
119,5
120,0
121,5
122,3
123,3
124,0
125,4
126,5
127,0
128,3
129,0
130,5
131,3
132,3
133,3
134,1
135,0
136,1
137,1
138,4
139,3
140,5
141,2
142,5
143,4
144,2
145,5
146,2
147,1
148,5
149,4
150,3
151,3
152,3
153,0
154,0
155,2
156,3
157,4
158,3
159,3
160,3
161,4
162,4
163,2
164,2
165,1
166,0
167,5
168,3
169,5
170,4
171,2
172,3
173,3
174,2
175,3
176,4
177,3
178,4
179,3
180,1
181,4
182,4
183,3
184,3
185,5
186,2
187,3
188,5
189,5
190,0
191,2
192,4
193,5
194,4
195,3
196,5
197,5
198,0
199,1
200,2
201,3
202,5
203,2
204,5
205,0
206,1
207,5
208,1
209,1
210,5
211,2
212,0
213,3
214,2
215,2
216,5
217,3
218,5
219,2
220,0
221,2
222,2
223,3
224,3
225,5
226,5
227,3
228,4
229,1
230,3
231,0
232,0
233,2
234,0
235,2
236,5
237,2
238,5
239,5
240,0
241,4
242,4
243,3
244,1
245,1
246,5
247,5
248,4
249,3
250,4
251,5
252,4
253,3
254,3
255,2
256,4
257,1
258,1
259,5
260,1
261,4
262,0
263,0
264,3
265,3
266,1
267,2
268,2
269,5
270,3
271,2
272,2
273,1
274,3
275,3
276,3
277,2
278,4
279,4
280,5
281,5
282,0
283,0
284,0
285,3
286,1
287,1
288,1
289,5
290,1
291,5
292,4
293,2
294,0
295,5
296,2
297,2
298,3
299,3
300,5
301,2
302,1
303,3
304,4
305,5
306,1
307,1
308,2
309,3
310,0
311,4
312,0
313,2
314,1
315,2
316,4
317,5
318,0
319,1
320,4
321,1
322,1
323,0
324,3
325,1
326,3
327,0
328,2
329,1
330,1
331,5
332,3
333,3
334,5
335,3
336,5
337,0
338,1
339,2
340,4
341,1
342,5
343,5
344,3
345,0
346,5
347,5
348,4
349,3
350,0
351,2
352,4
353,0
354,3
355,5
356,5
357,3
358,3
359,3
360,3
361,4
362,1
363,4
364,0
365,5
366,4
367,0
368,3
369,0
370,0
371,3
372,2
373,2
374,5
375,5
376,4
377,5
378,5
379,5
380,3
381,5
382,4
383,0
384,5
385,2
386,2
387,4
388,5
389,0
390,5
391,4
392,4
393,1
394,0
395,0
396,1
397,2
398,1
399,5
400,0
401,0
402,3
403,2
404,5
405,2
406,5
407,3
408,3
409,1
410,5
411,4
412,0
413,0
414,3
415,3
416,5
417,2
418,2
419,4
420,5
421,3
422,0
423,0
424,3
425,3
426,3
427,2
428,5
429,2
430,1
431,5
432,5
433,4
434,0
435,0
436,1
437,4
438,0
439,4
440,0
441,4
442,1
443,1
444,4
445,3
446,1
447,5
448,5
449,4
450,2
451,1
452,5
453,5
454,5
455,2
456,4
457,4
458,3
459,0
460,2
461,1
462,0
463,4
464,1
465,1
466,4
467,3
468,4
469,2
470,4
471,5
472,4
473,2
474,1
475,1
476,0
477,4
478,0
479,1
480,3
481,4
482,3
483,1
484,1
485,1
486,2
487,0
488,5
489,5
490,4
491,0
492,0
493,1
494,2
495,1
496,0
497,2
498,1
499,4
500,4
501,1
502,4
503,5
504,0
505,2
506,3
507,0
508,4
509,3
510,2
511,4
512,3
513,4
514,0
515,5
516,5
517,5
518,3
519,0
520,5
521,5
522,5
523,2
524,4
525,3
526,5
527,5
528,0
529,5
530,3
531,4
532,3
533,0
534,5
535,5
536,2
537,4
538,3
539,3
540,2
541,4
542,3
543,3
544,2
545,2
546,3
547,2
548,5
549,4
550,2
551,1
552,5
553,0
554,2
555,2
556,5
557,1
558,4
559,3
560,0
561,1
562,3
563,0
564,2
565,4
566,0
567,3
568,2
569,3
570,4
571,1
572,4
573,4
574,2
575,4
576,1
577,5
578,2
579,0
580,1
581,4
582,5
583,4
584,3
585,5
586,2
587,1
588,2
589,2
590,5
591,0
592,1
593,5
594,0
595,0
596,3
597,0
598,3
599,5
600,4
601,0
602,2
603,4
604,4
605,4
606,5
607,5
608,4
609,5
610,2
611,5
612,5
613,3
614,1
615,3
616,4
617,2
618,5
619,2
620,5
621,1
622,2
623,2
624,5
625,2
626,5
627,5
628,2
629,0
630,5
631,1
632,0
633,2
634,3
635,1
636,3
637,1
638,3
639,3
640,4
